订单ID,日期,菜品名称,菜品分类,单价,数量,交易总额(元),支付方式,售卖时段
7586,2022-08-27,招牌三明治,快餐,60,12,720,在线支付,下午
7587,2022-08-27,新鲜甘蔗汁,饮品,25,5,125,现金,午夜
7588,2022-08-27,招牌三明治,快餐,60,14,840,现金,早晨
7589,2022-08-27,瓦达汉堡,快餐,20,7,140,在线支付,晚上
7590,2022-08-27,招牌三明治,快餐,60,15,900,在线支付,午夜
7591,2022-08-27,脆球点心,快餐,20,9,180,现金,傍晚
7592,2022-08-27,新鲜甘蔗汁,饮品,25,2,50,在线支付,傍晚
7593,2022-08-27,招牌三明治,快餐,60,2,120,现金,早晨
7594,2022-08-27,脆球点心,快餐,20,11,220,现金,午夜
7595,2022-08-27,瓦达汉堡,快餐,20,1,20,现金,早晨
7596,2022-08-27,咖喱土豆球,快餐,20,7,140,现金,午夜
7597,2022-08-27,咖喱土豆球,快餐,20,8,160,现金,早晨
7598,2022-08-27,法兰基卷,快餐,50,4,200,现金,下午
7599,2022-08-27,法兰基卷,快餐,50,2,100,在线支付,傍晚
7600,2022-08-27,法兰基卷,快餐,50,13,650,现金,早晨
7601,2022-08-27,新鲜甘蔗汁,饮品,25,13,325,其他,晚上
7602,2022-08-27,脆球点心,快餐,20,6,120,现金,下午
7603,2022-08-27,瓦达汉堡,快餐,20,10,200,现金,下午
7604,2022-08-27,脆球点心,快餐,20,9,180,在线支付,午夜
7605,2022-08-27,咖喱土豆球,快餐,20,4,80,现金,下午
7606,2022-08-27,咖喱土豆球,快餐,20,6,120,现金,下午
7607,2022-08-27,新鲜甘蔗汁,饮品,25,11,275,其他,下午
7608,2022-08-27,冰咖啡,饮品,40,5,200,在线支付,傍晚
7609,2022-08-27,咖喱土豆球,快餐,20,8,160,现金,晚上
7610,2022-08-27,脆球点心,快餐,20,13,260,现金,午夜
7611,2022-08-27,冰咖啡,饮品,40,9,360,现金,下午
7612,2022-08-27,新鲜甘蔗汁,饮品,25,13,325,在线支付,晚上
7613,2022-08-27,咖喱土豆球,快餐,20,8,160,现金,早晨
7614,2022-08-27,新鲜甘蔗汁,饮品,25,12,300,现金,午夜
7615,2022-08-27,招牌三明治,快餐,60,10,600,现金,晚上
7616,2022-08-27,法兰基卷,快餐,50,14,700,现金,午夜
7617,2022-08-27,脆球点心,快餐,20,12,240,现金,早晨
7618,2022-08-27,新鲜甘蔗汁,饮品,25,14,350,在线支付,午夜
7619,2022-08-27,招牌三明治,快餐,60,6,360,现金,午夜
7620,2022-08-27,冰咖啡,饮品,40,9,360,在线支付,午夜
7621,2022-08-27,新鲜甘蔗汁,饮品,25,14,350,现金,晚上
7622,2022-08-27,法兰基卷,快餐,50,9,450,现金,早晨
7623,2022-08-27,招牌三明治,快餐,60,7,420,现金,早晨
7624,2022-08-27,冰咖啡,饮品,40,11,440,现金,下午
7625,2022-08-27,瓦达汉堡,快餐,20,14,280,在线支付,下午
7626,2022-08-27,新鲜甘蔗汁,饮品,25,10,250,现金,晚上
7627,2022-08-27,脆球点心,快餐,20,12,240,其他,午夜
7628,2022-08-27,瓦达汉堡,快餐,20,10,200,现金,晚上
7629,2022-08-27,脆球点心,快餐,20,8,160,现金,早晨
7630,2022-08-27,瓦达汉堡,快餐,20,2,40,现金,晚上
7631,2022-08-27,冰咖啡,饮品,40,15,600,现金,傍晚
7632,2022-08-27,法兰基卷,快餐,50,7,350,其他,下午
7633,2022-08-27,咖喱土豆球,快餐,20,12,240,现金,早晨
7634,2022-08-27,脆球点心,快餐,20,11,220,在线支付,傍晚
7635,2022-08-27,瓦达汉堡,快餐,20,2,40,现金,傍晚
7636,2022-08-27,法兰基卷,快餐,50,11,550,在线支付,午夜
7637,2022-08-27,新鲜甘蔗汁,饮品,25,7,175,在线支付,晚上
7638,2022-08-27,冰咖啡,饮品,40,10,400,在线支付,午夜
7639,2022-08-27,法兰基卷,快餐,50,9,450,在线支付,早晨
7640,2022-08-27,脆球点心,快餐,20,15,300,在线支付,晚上
7641,2022-08-27,冰咖啡,饮品,40,6,240,其他,下午
7642,2022-08-27,冰咖啡,饮品,40,3,120,在线支付,午夜
7643,2022-08-27,咖喱土豆球,快餐,20,10,200,现金,傍晚
7644,2022-08-27,招牌三明治,快餐,60,3,180,其他,午夜
7645,2022-08-27,冰咖啡,饮品,40,10,400,在线支付,晚上
7646,2022-08-27,招牌三明治,快餐,60,9,540,在线支付,午夜
7647,2022-08-27,招牌三明治,快餐,60,8,480,现金,晚上
7648,2022-08-27,脆球点心,快餐,20,4,80,现金,午夜
7649,2022-08-27,脆球点心,快餐,20,12,240,其他,下午
7650,2022-08-27,新鲜甘蔗汁,饮品,25,9,225,现金,午夜
7651,2022-08-27,招牌三明治,快餐,60,12,720,现金,早晨
7652,2022-08-27,瓦达汉堡,快餐,20,12,240,现金,午夜
7653,2022-08-27,冰咖啡,饮品,40,14,560,在线支付,早晨
7654,2022-08-27,招牌三明治,快餐,60,7,420,现金,下午
7655,2022-08-27,脆球点心,快餐,20,10,200,在线支付,早晨
7656,2022-08-27,招牌三明治,快餐,60,8,480,在线支付,晚上
7657,2022-08-27,法兰基卷,快餐,50,15,750,现金,午夜
7658,2022-08-27,新鲜甘蔗汁,饮品,25,7,175,在线支付,早晨
7659,2022-08-27,招牌三明治,快餐,60,8,480,在线支付,下午
7660,2022-08-27,脆球点心,快餐,20,13,260,现金,下午
7661,2022-08-27,脆球点心,快餐,20,6,120,现金,晚上
7662,2022-08-27,瓦达汉堡,快餐,20,7,140,其他,晚上
7663,2022-08-27,咖喱土豆球,快餐,20,4,80,现金,傍晚
7664,2022-08-27,冰咖啡,饮品,40,11,440,在线支付,早晨
7665,2022-08-27,脆球点心,快餐,20,12,240,在线支付,午夜
7666,2022-08-27,脆球点心,快餐,20,14,280,在线支付,傍晚
7667,2022-08-27,瓦达汉堡,快餐,20,11,220,在线支付,下午
7668,2022-08-27,瓦达汉堡,快餐,20,11,220,其他,傍晚
7669,2022-08-27,招牌三明治,快餐,60,9,540,现金,晚上
7670,2022-08-27,脆球点心,快餐,20,12,240,现金,晚上
7671,2022-08-27,法兰基卷,快餐,50,4,200,现金,早晨
7672,2022-08-27,招牌三明治,快餐,60,15,900,现金,午夜
7673,2022-08-27,冰咖啡,饮品,40,10,400,现金,早晨
7674,2022-08-27,法兰基卷,快餐,50,9,450,现金,午夜
7675,2022-08-27,咖喱土豆球,快餐,20,1,20,其他,傍晚
7676,2022-08-27,冰咖啡,饮品,40,12,480,其他,午夜
7677,2022-08-27,新鲜甘蔗汁,饮品,25,1,25,现金,下午
7678,2022-08-27,咖喱土豆球,快餐,20,7,140,现金,下午
7679,2022-08-27,招牌三明治,快餐,60,10,600,在线支付,晚上
7680,2022-08-27,冰咖啡,饮品,40,13,520,在线支付,傍晚
7681,2022-08-27,新鲜甘蔗汁,饮品,25,9,225,现金,午夜
7682,2022-08-27,脆球点心,快餐,20,9,180,其他,晚上
7683,2022-08-27,脆球点心,快餐,20,6,120,在线支付,下午
7684,2022-08-27,咖喱土豆球,快餐,20,7,140,现金,早晨
7685,2022-08-27,招牌三明治,快餐,60,7,420,在线支付,傍晚
7686,2022-08-27,脆球点心,快餐,20,10,200,在线支付,晚上
7687,2022-08-27,冰咖啡,饮品,40,11,440,在线支付,早晨
7688,2022-08-28,新鲜甘蔗汁,饮品,25,6,150,在线支付,晚上
7689,2022-08-28,招牌三明治,快餐,60,6,360,现金,午夜
7690,2022-08-28,招牌三明治,快餐,60,15,900,现金,早晨
7691,2022-08-28,咖喱土豆球,快餐,20,4,80,在线支付,午夜
7692,2022-08-28,法兰基卷,快餐,50,9,450,现金,下午
7693,2022-08-28,冰咖啡,饮品,40,12,480,在线支付,傍晚
7694,2022-08-28,法兰基卷,快餐,50,10,500,在线支付,傍晚
7695,2022-08-28,冰咖啡,饮品,40,11,440,在线支付,下午
7696,2022-08-28,新鲜甘蔗汁,饮品,25,1,25,其他,早晨
7697,2022-08-28,法兰基卷,快餐,50,4,200,现金,早晨
7698,2022-08-28,脆球点心,快餐,20,10,200,现金,晚上
7699,2022-08-28,新鲜甘蔗汁,饮品,25,6,150,现金,傍晚
7700,2022-08-28,咖喱土豆球,快餐,20,7,140,现金,晚上
7701,2022-08-28,瓦达汉堡,快餐,20,7,140,现金,午夜
7702,2022-08-28,瓦达汉堡,快餐,20,8,160,在线支付,午夜
7703,2022-08-28,新鲜甘蔗汁,饮品,25,5,125,现金,午夜
7704,2022-08-28,招牌三明治,快餐,60,5,300,现金,下午
7705,2022-08-28,脆球点心,快餐,20,8,160,其他,午夜
7706,2022-08-28,咖喱土豆球,快餐,20,6,120,现金,傍晚
7707,2022-08-28,咖喱土豆球,快餐,20,1,20,在线支付,晚上
7708,2022-08-28,法兰基卷,快餐,50,3,150,现金,傍晚
7709,2022-08-28,法兰基卷,快餐,50,14,700,在线支付,晚上
7710,2022-08-28,新鲜甘蔗汁,饮品,25,4,100,在线支付,早晨
7711,2022-08-28,脆球点心,快餐,20,11,220,其他,傍晚
7712,2022-08-28,脆球点心,快餐,20,8,160,在线支付,晚上
7713,2022-08-28,咖喱土豆球,快餐,20,2,40,在线支付,下午
7714,2022-08-28,冰咖啡,饮品,40,5,200,在线支付,早晨
7715,2022-08-28,新鲜甘蔗汁,饮品,25,6,150,现金,下午
7716,2022-08-28,瓦达汉堡,快餐,20,5,100,在线支付,下午
7717,2022-08-28,脆球点心,快餐,20,11,220,在线支付,下午
7718,2022-08-28,脆球点心,快餐,20,5,100,其他,午夜
7719,2022-08-28,招牌三明治,快餐,60,9,540,在线支付,晚上
7720,2022-08-28,瓦达汉堡,快餐,20,11,220,现金,早晨
7721,2022-08-28,咖喱土豆球,快餐,20,6,120,现金,晚上
7722,2022-08-28,招牌三明治,快餐,60,11,660,在线支付,早晨
7723,2022-08-28,脆球点心,快餐,20,3,60,现金,早晨
7724,2022-08-28,瓦达汉堡,快餐,20,10,200,现金,傍晚
7725,2022-08-28,招牌三明治,快餐,60,15,900,在线支付,傍晚
7726,2022-08-28,脆球点心,快餐,20,11,220,在线支付,傍晚
7727,2022-08-28,新鲜甘蔗汁,饮品,25,10,250,在线支付,晚上
7728,2022-08-28,脆球点心,快餐,20,9,180,其他,晚上
7729,2022-08-28,脆球点心,快餐,20,8,160,现金,午夜
7730,2022-08-28,冰咖啡,饮品,40,8,320,现金,早晨
7731,2022-08-28,新鲜甘蔗汁,饮品,25,9,225,现金,傍晚
7732,2022-08-28,冰咖啡,饮品,40,12,480,现金,下午
7733,2022-08-28,冰咖啡,饮品,40,4,160,现金,晚上
7734,2022-08-28,招牌三明治,快餐,60,15,900,在线支付,午夜
7735,2022-08-28,冰咖啡,饮品,40,1,40,其他,午夜
7736,2022-08-28,法兰基卷,快餐,50,9,450,现金,晚上
7737,2022-08-28,新鲜甘蔗汁,饮品,25,9,225,现金,早晨
7738,2022-08-28,脆球点心,快餐,20,3,60,现金,下午
7739,2022-08-28,法兰基卷,快餐,50,8,400,在线支付,傍晚
7740,2022-08-28,新鲜甘蔗汁,饮品,25,3,75,现金,晚上
7741,2022-08-28,瓦达汉堡,快餐,20,12,240,在线支付,下午
7742,2022-08-28,咖喱土豆球,快餐,20,3,60,现金,下午
7743,2022-08-28,新鲜甘蔗汁,饮品,25,8,200,现金,晚上
7744,2022-08-28,脆球点心,快餐,20,8,160,其他,午夜
7745,2022-08-28,招牌三明治,快餐,60,15,900,在线支付,傍晚
7746,2022-08-28,瓦达汉堡,快餐,20,12,240,在线支付,早晨
7747,2022-08-28,咖喱土豆球,快餐,20,7,140,现金,午夜
7748,2022-08-28,冰咖啡,饮品,40,3,120,现金,下午
7749,2022-08-28,法兰基卷,快餐,50,3,150,在线支付,晚上
7750,2022-08-28,冰咖啡,饮品,40,15,600,在线支付,早晨
7751,2022-08-28,冰咖啡,饮品,40,8,320,现金,下午
7752,2022-08-28,招牌三明治,快餐,60,10,600,在线支付,早晨
7753,2022-08-28,脆球点心,快餐,20,15,300,在线支付,早晨
7754,2022-08-28,脆球点心,快餐,20,1,20,现金,早晨
7755,2022-08-28,法兰基卷,快餐,50,1,50,现金,晚上
7756,2022-08-28,法兰基卷,快餐,50,1,50,在线支付,傍晚
7757,2022-08-28,咖喱土豆球,快餐,20,7,140,在线支付,午夜
7758,2022-08-28,瓦达汉堡,快餐,20,9,180,现金,傍晚
7759,2022-08-28,脆球点心,快餐,20,2,40,现金,傍晚
7760,2022-08-28,冰咖啡,饮品,40,10,400,其他,下午
7761,2022-08-28,咖喱土豆球,快餐,20,9,180,在线支付,午夜
7762,2022-08-28,招牌三明治,快餐,60,12,720,其他,午夜
7763,2022-08-28,瓦达汉堡,快餐,20,7,140,其他,晚上
7764,2022-08-28,招牌三明治,快餐,60,4,240,现金,傍晚
7765,2022-08-28,咖喱土豆球,快餐,20,5,100,现金,下午
7766,2022-08-28,咖喱土豆球,快餐,20,4,80,在线支付,下午
7767,2022-08-28,瓦达汉堡,快餐,20,12,240,其他,早晨
7768,2022-08-28,瓦达汉堡,快餐,20,4,80,现金,傍晚
7769,2022-08-28,冰咖啡,饮品,40,5,200,现金,下午
7770,2022-08-28,法兰基卷,快餐,50,11,550,现金,早晨
7771,2022-08-28,咖喱土豆球,快餐,20,11,220,其他,傍晚
7772,2022-08-28,招牌三明治,快餐,60,8,480,在线支付,午夜
7773,2022-08-28,咖喱土豆球,快餐,20,5,100,其他,早晨
7774,2022-08-28,新鲜甘蔗汁,饮品,25,13,325,其他,下午
7775,2022-08-28,招牌三明治,快餐,60,11,660,在线支付,晚上
7776,2022-08-28,咖喱土豆球,快餐,20,6,120,现金,晚上
7777,2022-08-28,招牌三明治,快餐,60,9,540,现金,晚上
7778,2022-08-28,脆球点心,快餐,20,11,220,在线支付,下午
7779,2022-08-28,冰咖啡,饮品,40,15,600,现金,晚上
7780,2022-08-28,瓦达汉堡,快餐,20,11,220,其他,下午
7781,2022-08-28,咖喱土豆球,快餐,20,7,140,现金,早晨
7782,2022-08-28,脆球点心,快餐,20,7,140,现金,下午
7783,2022-08-28,瓦达汉堡,快餐,20,7,140,其他,早晨
7784,2022-08-28,冰咖啡,饮品,40,2,80,现金,午夜
7785,2022-08-28,招牌三明治,快餐,60,10,600,现金,晚上
7786,2022-08-28,瓦达汉堡,快餐,20,11,220,在线支付,下午
7787,2022-08-28,新鲜甘蔗汁,饮品,25,13,325,其他,下午
7788,2022-08-28,瓦达汉堡,快餐,20,10,200,在线支付,午夜
7789,2022-08-28,新鲜甘蔗汁,饮品,25,8,200,现金,午夜
7790,2022-08-28,冰咖啡,饮品,40,10,400,现金,晚上
7791,2022-08-28,咖喱土豆球,快餐,20,8,160,在线支付,下午
7792,2022-08-28,脆球点心,快餐,20,11,220,现金,早晨
7793,2022-08-28,咖喱土豆球,快餐,20,2,40,现金,早晨
7794,2022-08-28,冰咖啡,饮品,40,4,160,现金,午夜
7795,2022-08-28,新鲜甘蔗汁,饮品,25,6,150,在线支付,晚上
7796,2022-08-28,法兰基卷,快餐,50,12,600,在线支付,晚上
7797,2022-08-28,冰咖啡,饮品,40,5,200,现金,午夜
7798,2022-08-28,新鲜甘蔗汁,饮品,25,11,275,现金,傍晚
7799,2022-08-28,新鲜甘蔗汁,饮品,25,3,75,其他,早晨
7800,2022-08-28,招牌三明治,快餐,60,8,480,现金,下午
7801,2022-08-28,冰咖啡,饮品,40,6,240,在线支付,傍晚
7802,2022-08-28,咖喱土豆球,快餐,20,14,280,在线支付,下午
7803,2022-08-28,法兰基卷,快餐,50,15,750,现金,午夜
7804,2022-08-28,脆球点心,快餐,20,5,100,在线支付,傍晚
7805,2022-08-28,新鲜甘蔗汁,饮品,25,8,200,现金,下午
7806,2022-08-28,瓦达汉堡,快餐,20,10,200,在线支付,晚上
7807,2022-08-28,新鲜甘蔗汁,饮品,25,2,50,在线支付,午夜
7808,2022-08-29,新鲜甘蔗汁,饮品,25,4,100,在线支付,晚上
7809,2022-08-29,新鲜甘蔗汁,饮品,25,14,350,现金,晚上
7810,2022-08-29,新鲜甘蔗汁,饮品,25,3,75,其他,早晨
7811,2022-08-29,瓦达汉堡,快餐,20,5,100,现金,傍晚
7812,2022-08-29,脆球点心,快餐,20,7,140,现金,早晨
7813,2022-08-29,法兰基卷,快餐,50,4,200,现金,晚上
7814,2022-08-29,新鲜甘蔗汁,饮品,25,15,375,在线支付,下午
7815,2022-08-29,法兰基卷,快餐,50,14,700,现金,傍晚
7816,2022-08-29,咖喱土豆球,快餐,20,4,80,现金,午夜
7817,2022-08-29,新鲜甘蔗汁,饮品,25,10,250,在线支付,午夜
7818,2022-08-29,脆球点心,快餐,20,5,100,在线支付,午夜
7819,2022-08-29,新鲜甘蔗汁,饮品,25,2,50,在线支付,下午
7820,2022-08-29,咖喱土豆球,快餐,20,5,100,其他,傍晚
7821,2022-08-29,脆球点心,快餐,20,13,260,现金,午夜
7822,2022-08-29,冰咖啡,饮品,40,9,360,现金,傍晚
7823,2022-08-29,咖喱土豆球,快餐,20,9,180,现金,下午
7824,2022-08-29,冰咖啡,饮品,40,9,360,现金,早晨
7825,2022-08-29,瓦达汉堡,快餐,20,1,20,现金,午夜
7826,2022-08-29,脆球点心,快餐,20,11,220,现金,下午
7827,2022-08-29,咖喱土豆球,快餐,20,10,200,在线支付,晚上
7828,2022-08-29,法兰基卷,快餐,50,12,600,现金,午夜
7829,2022-08-29,新鲜甘蔗汁,饮品,25,14,350,现金,午夜
7830,2022-08-29,咖喱土豆球,快餐,20,5,100,其他,早晨
7831,2022-08-29,新鲜甘蔗汁,饮品,25,12,300,现金,傍晚
7832,2022-08-29,法兰基卷,快餐,50,9,450,现金,傍晚
7833,2022-08-29,脆球点心,快餐,20,10,200,现金,下午
7834,2022-08-29,瓦达汉堡,快餐,20,8,160,在线支付,早晨
7835,2022-08-29,法兰基卷,快餐,50,11,550,现金,晚上
7836,2022-08-29,新鲜甘蔗汁,饮品,25,15,375,现金,午夜
7837,2022-08-29,新鲜甘蔗汁,饮品,25,6,150,现金,下午
7838,2022-08-29,新鲜甘蔗汁,饮品,25,10,250,现金,午夜
7839,2022-08-29,瓦达汉堡,快餐,20,15,300,现金,早晨
7840,2022-08-29,瓦达汉堡,快餐,20,15,300,在线支付,晚上
7841,2022-08-29,咖喱土豆球,快餐,20,5,100,现金,下午
7842,2022-08-29,冰咖啡,饮品,40,8,320,在线支付,傍晚
7843,2022-08-29,新鲜甘蔗汁,饮品,25,12,300,现金,晚上
7844,2022-08-29,脆球点心,快餐,20,10,200,在线支付,下午
7845,2022-08-29,瓦达汉堡,快餐,20,9,180,在线支付,午夜
7846,2022-08-29,招牌三明治,快餐,60,7,420,在线支付,下午
7847,2022-08-29,冰咖啡,饮品,40,5,200,现金,午夜
7848,2022-08-29,咖喱土豆球,快餐,20,10,200,在线支付,早晨
7849,2022-08-29,冰咖啡,饮品,40,11,440,现金,午夜
7850,2022-08-29,新鲜甘蔗汁,饮品,25,15,375,现金,午夜
7851,2022-08-29,冰咖啡,饮品,40,12,480,在线支付,下午
7852,2022-08-29,冰咖啡,饮品,40,9,360,现金,傍晚
7853,2022-08-29,咖喱土豆球,快餐,20,4,80,在线支付,傍晚
7854,2022-08-29,招牌三明治,快餐,60,11,660,现金,晚上
7855,2022-08-29,咖喱土豆球,快餐,20,12,240,现金,午夜
7856,2022-08-29,招牌三明治,快餐,60,10,600,在线支付,午夜
7857,2022-08-29,脆球点心,快餐,20,4,80,现金,早晨
7858,2022-08-29,招牌三明治,快餐,60,6,360,其他,晚上
7859,2022-08-29,新鲜甘蔗汁,饮品,25,9,225,在线支付,晚上
7860,2022-08-29,招牌三明治,快餐,60,5,300,在线支付,下午
7861,2022-08-29,法兰基卷,快餐,50,14,700,其他,晚上
7862,2022-08-29,冰咖啡,饮品,40,8,320,现金,午夜
7863,2022-08-29,冰咖啡,饮品,40,9,360,在线支付,傍晚
7864,2022-08-29,冰咖啡,饮品,40,5,200,在线支付,下午
7865,2022-08-29,招牌三明治,快餐,60,8,480,现金,晚上
7866,2022-08-29,法兰基卷,快餐,50,13,650,现金,午夜
7867,2022-08-29,脆球点心,快餐,20,5,100,其他,晚上
7868,2022-08-29,咖喱土豆球,快餐,20,13,260,其他,午夜
7869,2022-08-29,瓦达汉堡,快餐,20,8,160,在线支付,午夜
7870,2022-08-29,法兰基卷,快餐,50,9,450,现金,晚上
7871,2022-08-29,冰咖啡,饮品,40,6,240,其他,下午
7872,2022-08-29,咖喱土豆球,快餐,20,10,200,在线支付,下午
7873,2022-08-29,冰咖啡,饮品,40,4,160,现金,晚上
7874,2022-08-29,招牌三明治,快餐,60,14,840,现金,早晨
7875,2022-08-29,咖喱土豆球,快餐,20,11,220,其他,早晨
7876,2022-08-29,冰咖啡,饮品,40,7,280,现金,早晨
7877,2022-08-29,冰咖啡,饮品,40,8,320,在线支付,早晨
7878,2022-08-29,新鲜甘蔗汁,饮品,25,12,300,现金,晚上
7879,2022-08-29,瓦达汉堡,快餐,20,7,140,在线支付,下午
7880,2022-08-29,冰咖啡,饮品,40,4,160,现金,午夜
7881,2022-08-29,法兰基卷,快餐,50,10,500,现金,午夜
7882,2022-08-29,招牌三明治,快餐,60,6,360,现金,午夜
7883,2022-08-29,咖喱土豆球,快餐,20,11,220,现金,早晨
7884,2022-08-29,招牌三明治,快餐,60,13,780,现金,晚上
7885,2022-08-29,冰咖啡,饮品,40,10,400,在线支付,傍晚
7886,2022-08-29,瓦达汉堡,快餐,20,8,160,在线支付,傍晚
7887,2022-08-29,瓦达汉堡,快餐,20,10,200,在线支付,下午
7888,2022-08-29,瓦达汉堡,快餐,20,7,140,现金,下午
7889,2022-08-29,新鲜甘蔗汁,饮品,25,2,50,现金,下午
7890,2022-08-29,瓦达汉堡,快餐,20,3,60,在线支付,晚上
7891,2022-08-29,招牌三明治,快餐,60,14,840,在线支付,早晨
7892,2022-08-29,冰咖啡,饮品,40,9,360,在线支付,晚上
7893,2022-08-29,冰咖啡,饮品,40,3,120,现金,下午
7894,2022-08-29,冰咖啡,饮品,40,1,40,其他,傍晚
7895,2022-08-29,脆球点心,快餐,20,8,160,现金,晚上
7896,2022-08-29,咖喱土豆球,快餐,20,13,260,其他,傍晚
7897,2022-08-29,脆球点心,快餐,20,5,100,现金,傍晚
7898,2022-08-29,新鲜甘蔗汁,饮品,25,3,75,现金,早晨
7899,2022-08-29,新鲜甘蔗汁,饮品,25,7,175,在线支付,晚上
7900,2022-08-29,招牌三明治,快餐,60,4,240,在线支付,午夜
7901,2022-08-29,冰咖啡,饮品,40,14,560,现金,下午
7902,2022-08-29,咖喱土豆球,快餐,20,9,180,在线支付,早晨
7903,2022-08-29,冰咖啡,饮品,40,3,120,现金,午夜
7904,2022-08-29,冰咖啡,饮品,40,10,400,现金,下午
7905,2022-08-29,冰咖啡,饮品,40,9,360,现金,傍晚
7906,2022-08-29,脆球点心,快餐,20,10,200,在线支付,晚上
7907,2022-08-29,新鲜甘蔗汁,饮品,25,1,25,在线支付,傍晚
7908,2022-08-29,招牌三明治,快餐,60,12,720,在线支付,下午
7909,2022-08-29,脆球点心,快餐,20,10,200,在线支付,午夜
7910,2022-08-29,瓦达汉堡,快餐,20,3,60,在线支付,午夜
7911,2022-08-29,脆球点心,快餐,20,5,100,现金,早晨
7912,2022-08-29,冰咖啡,饮品,40,7,280,在线支付,午夜
7913,2022-08-29,瓦达汉堡,快餐,20,8,160,现金,午夜
7914,2022-08-29,冰咖啡,饮品,40,2,80,现金,傍晚
7915,2022-08-29,脆球点心,快餐,20,10,200,现金,傍晚
7916,2022-08-29,法兰基卷,快餐,50,8,400,现金,早晨
7917,2022-08-29,法兰基卷,快餐,50,8,400,现金,午夜
7918,2022-08-29,新鲜甘蔗汁,饮品,25,1,25,现金,午夜
7919,2022-08-29,脆球点心,快餐,20,2,40,在线支付,下午
7920,2022-08-29,冰咖啡,饮品,40,5,200,现金,午夜
7921,2022-08-29,新鲜甘蔗汁,饮品,25,15,375,其他,早晨
